PetID,Description,AdoptionSpeed
cc515ec8c,"Max is a terrier mix and was adopted from the SPCA. I took him in as he was real quiet and adorable,basically to cute to be in a cage, but this was also so that I could toilet train him and get to know his character. Now Max is fully toilet trained and is a real quiet adorable dog. He is very friendly and most suitable as a family dog. He likes to play and go for walks. He had a basic groom, due to the weather being hot but still looks adorable. The adoption fee is to ensure a responsible owner and to cover the SPCA fees. You can contact me anytime but if I do not answer your call please drop me an SMS as i cannot always answer my phone at work.",2
a462b563c,A dog loves you more than he loves himself,2
132346d7e,"Please give those lovely puppies a safety home.Who interested can call for Uncle Kok,H/P:",4
de1f49c9d,Sally is very friendly and quite playful. She has a nice coat and good character as well. She feels very happy when she play and run around.,3
7564c7b62,"If you want to adopt zorro, you must collect him from our house. Zorro is a loving and loyal dog adopted from Sadly we do not have the time to keep him occupied, and he is not getting the full love and attention he deserves and it is not fair on him. The original rescuers are aware of him going for adoption. He sits and comes on command, and we want a loving family that can keep him in the house. We will be very sad to see him go. He is the most energetic and exciting dog i have ever met, a special trait of his being able to stand on two legs for long periods of time!",4
f93fe66ef,"I am not much of a pet person, I have never had a pet all my life. However, this cute little darling kept showing up at my door and I couldn't help but take it in. However, living in an apartment makes it difficult to care for a pet. Plus, I have no experience in caring for pets, so I am afraid that I may not be giving the best care for my little kitty here. It would be great if I could find a nice home for it.",1
3397adec3,very playful,4
a81084ff0,"Creamy was found hiding under a vehicle by the road side. She has a very gentle temprement and is very loving and obedient. She has gone through health check and we have de-tick, de-worm her. She will be sent for spaying before adoption. No adoption fees is required. All we are asking for is for you to give her a loving home.. Interested, Kindly contact Ms.Sandy ",2
2d88536fc,"I'm a labrador retriever cross local. I have the yellowish brown color, lab ears (but you won't be able to see in my picture coz when I see people my ears goes to d back coz too excited and not many pics too coz I can't hold still). I have d fat barrel body.I'm a small boy, still very playful. I'm not very big, slightly smaller than an average size so this is my maximum height. I make a good guard dog, I'll bark at strangers and I loooveee to play .. retrieve ball!",4
03a92a94f,"Found this cat 2 weeks ago. He is healthy. Looking for responsible cat lover to adopt him, giving him a fever loving home.",2
a7b91a377,She is quite intelligent and playful,4
fc2012c7e,"Playful and friendly poddle that love goes out to the park and make friend with others. As I have to return to East Malaysia, cant bring her together. :(",1
9468e2ed1,LOCATION : KAJANG AMOUNT : 2 (TWO IDENTICAL TWINS) BREED : DMH (BLUE EYES) Has been given frontline and also dewormed. Minami and Amore is a super adorable and lovable kittens. Only 2 months old. So cute and active playing with other kittens all the time!! A perfect choice for those who loves kitten. Toilet train and very tidy. Membesar dgn PREMIUM CAT FOOD... 1. Adopter should spay them soon. 2. They can be kept in a cage. 3. Baru cerai susu (separated from their mother) 4. Perfect health's condition Please also allow us to visit them when we are free..Serious adopter only....I'm preferred to be contacted by H/P... The price is RM70 each. Can also exchange with cats food / litter..,1
b88fa24c2,"Adoption fee is a pack of dog food regardless of size, brand or price. This helps us to feed the strays and so we're able to help more homeless animals. Pokky found diarrhea blood months ago at roadside by a Malay kind lady. She sent her to clinic and diagnosed to have canine parvovirus. Strong pokky survived and found a home after weeks of staying in isolation ward. Unfortunately the current adopter complained of her barking at night and behavior of bullying her current dog. She urged us to get a new home for her in a short time. Pokky is a intelligent, alert and manja girl, sometimes she's just bit naughty due to her young age. We hope a loving family could approach and bring her home..as we've no place to keep her and she definitely deserve a good owner who has enough time to teach her and love her in a correct way. Interested to adopt? We wish adopter would agree to do so.. - Strictly NO tying/caging for long period - Agree to bring adopted pet for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat adopted pet like your own precious family members Please give a home to Pokky ♥",4
ae4e546cb,3 ekor anak2 kucing DLH untuk dijual dengan segera. Berminat boleh hubungi saya melalui email atau call melalu no. hp yang tertera. Harga RM adalah untuk seekor.,1
a0e71d03a,"Sasha was dumped in Sri Hartamas about 9 months ago and had been living rough until we took her in. She has been spayed and is now in great health. We have socialised her with our 2 dogs and 3 cats as well as the neighbours children. She is fully house trained and very clean. She loves the car and travels well. She has a lovely, gentle nature and just wants to please and be loved. We would keep her but impractical with all the other pets in a small town house. She will make a great family pet",4
